ID;Name;Type;Gender;Event language;Photo;Short description;Translation language;Topics;Other criteria;Published;About
515;Anne Everard;Speaker;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Everard_Anne_200124_1.jpg;Anne Eveerard als spreker op jouw evenement? Neem vrijblijvend contact op met sprekersbureau Read My Lips.;Dutch;"HR &amp; wellbeing, Bedrijfscultuur, Balans werk/leven";;Yes;"Wie is Anne Everard?
Anne Everard is gespecialiseerd in welzijn op het werk en algemeen welzijn. Met de BOOST-methode biedt zij concrete en praktische instrumenten om elke werknemer in staat te stellen voor zichzelf te zorgen en teams beter te laten functioneren.
Anne Everard is jurist van opleiding en heeft een succesvolle carrière van 20 jaar als advocaat, in de private en publieke sectoren en als onderneemster. Na een burn-out in 2013 specialiseerde ze zich in welzijn op het werk en algemeen welzijn. Ze is auteur, spreekster en trainer. Ze publiceerde ’50 lepeltjes energie per dag. (Lannoo, 2018) en BOOST jezelf (2022). Anne Everard geeft haar keynotes in vier talen (NL, FR, EN en DE).
Referenties: Google (4 landen), PWC, SAP, Orange, Luminus, Toyota (6 landen), Procter&amp;Gamble (5 landen), BNP Paribas, Sabca, Eurocontrol (3 landen), EasyFairs (10 landen), Ethias, Ethias Services, Brutélé, SPF Santé Publique/FOD Volksgezondheid, SPF/FOD BOSA, Securex, Randstad, Eurochild , ENTSO-Energy, N-Side, Mutualités Libérales, Fédération des Maisons Médicales, Fédération des CPAS, Autogrill, Sopra Banking, Radios NRJ, Nostalgie, Chérie FM, Advocatenkantoren DLA Piper en DMS, Europese Raad en Europese Commissie, Brussel Fiscaliteit, Brussel Perspectief, TechnofuturTIC, Forum JUMP, Communautés Wowo, Netwerk van vrouwen in HR - NeHRa.

          
  












    

  


  
  
      

      Vraag je offerte aan"
101;Annelies Beck;Speaker, Moderator;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Annelies_Beck_200210_foto2_1000.jpg;Who is Annelies Beck?;English;"Current affairs, Politics &amp; Government, Society &amp; Diversity, History, Media &amp; culture, Arts &amp; Culture, Media";;Yes;"Who is Annelies Beck?
When it comes to news and current affairs programmes on the VRT, Annelies is almost part of the furniture. She has presented just about all major news shows on the public broadcaster and also worked as national and international reporter for Terzake. She has also presented Terzake on the Canvas channel for many years now. In 2017, she won the Grote Prijs Jan Wauters for excellence in the Dutch language.
Annelies is a determined moderator, interviewer and presenter, also in English. She also presents lectures about migration in times of war, based on her first novel about Belgian refugees during WW1. Her latest novel is set in Brazil and incorporates a Belgian attempt at colonisation in the 19th century with a contemporary storyline. She has lived in Brazil, earned an MA in Brazilian Studies in London and also follows the country for the VRT news."
101;Annelies Beck;Speaker, Moderator;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Annelies_Beck_200210_foto2_1000.jpg;Annelies Beck als spreker op jouw evenement? Neem vrijblijvend contact op met sprekersbureau Read My Lips.;Dutch;"De wereld vandaag, Politiek &amp; overheid, Samenleving &amp; diversiteit, Geschiedenis, Media &amp; cultuur, Kunst &amp; cultuur, Media";;Yes;"Wie is Annelies Beck?
Annelies is een vaste waarde van de VRT-actualiteitenprogramma’s. Ze heeft op de openbare omroep zowat alle belangrijke duidingsprogramma’s gepresenteerd en heeft ook haar sporen verdiend als reportagemaker in binnen- en buitenland voor TerZake. Intussen presenteert ze al jaren Terzake op Canvas. In 2017 won ze de Grote Prijs Jan Wauters voor Uitmuntendheid in de Nederlandse Taal.
Annelies is een gedreven moderator, interviewster en presentatrice, ook in het Engels. Daarnaast houdt ze lezingen over migratie in oorlogsjaren, gebaseerd op haar eerste roman over Belgische vluchtelingen tijdens WO I. Haar jongste roman speelt zich af in Brazilië en verknoopt een Belgische kolonisatiepoging daar in de 19de eeuw met een hedendaagse verhaallijn. Ze heeft in Brazilië gewoond, haalde een MA in Brazilian Studies in Londen en volgt het land ook voor de VRT-nieuwsdienst.

          
  












    

  


  
  
      

      Vraag je offerte aan"
1211;Annick Ruyts;Speaker, Moderator;Female;Dutch, English;https://readmylips.be/sites/default/files/speakers/224_452_ZW.jpg;"Would you like Annick Ruyts as a speaker or moderator on your event? Contact the speakers&#039; office Read My Lips for more information.";English;"Entertainment, Travel, HR &amp; Wellbeing, Corporate Culture, Work/Life Balance";;Yes;"Who isAnnick Ruyts?
Annick Ruyts graduated from HIVT in Antwerp in 1988 as a licentiate translator/interpreter of German, English and Danish. In 1989, she participated in Sterrenwacht, a talent show on the then TV1. She worked for 33 years for Eén and Canvas as a reporter, editor, editor-in-chief and presenter. For her Eén programmes ""Boundless Love"", ""We are from Belgium"" and ""To the moon and back"", she travelled around the world for 12 years in search of Belgians who found their happiness abroad. She wrote down her adventures abroad in the book Grenzeloze Liefde. She was also a long-time reporter for the playful reportage magazine Afrit9. For Canvas, she makes the documentary series ""Too Crazy. 6 documentaries on psychological well-being. Here she posed the question, ""We've never had it so good and yet we've never run to the therapist so often"". The series ""sex@canvas"" was about sexuality and ""The Axe of Cupid"" about love relationships anno 2012. Too crazy also became a book In 2018, she is making the documentary ""Chris Lomme, a reverence"" for Canvas. During corona, she makes Pussy Year, a reportage series on the resilience of artists in difficult times. The Sleepless, night radio, a book, a podcast and a Canvas series on insomnia will follow in 2019. For seven seasons, she was final editor of the late-night talk show ""Only Elvis Remains"" with Thomas Vanderveken. With Thomas, she launches the series OnderOns in which he interviews big names from abroad who visit our country (Hanya Yanagihara, Suzanne Vega and Yotam Ottolenghi). After resigning from VRT in late 2022, she establishes her own business. She writes the book Bedank for Proven Services, a plea is for human resignation. She has a weekly column in Libelle magazine. For that magazine, she also produces travel reports and longreads. She moderates, presents and lectures on insomnia, her travel reports, Too Crazy and her latest book, Thank You for Proven Services. And she continues to write in the meantime.
Photo on the left copyright: Arne van Lierde

          
  












    

  


  
  
      

      Request your offer here"
1211;Annick Ruyts;Speaker, Moderator;Female;Dutch, English;https://readmylips.be/sites/default/files/speakers/224_452_ZW.jpg;Wil jij Annick Ruyts als spreker of moderator op jouw evenement? Neem vrijblijvend contact op met sprekersbureau Read My Lips voor meer informatie.;Dutch;"Entertainment, Reizen, HR &amp; wellbeing, Bedrijfscultuur, Balans werk/leven";;Yes;"Wie is Annick Ruyts?
Annick Ruyts studeert in 1988 af aan het HIVT in Antwerpen als licentiaat vertaler/tolk Duits, Engels en Deens. In 1989 neemt ze deel aan Sterrenwacht, een talentenjacht op het toenmalige TV1. Ze werkte 33 jaar voor Eén en Canvas als reporter, redacteur, eindredacteur en presentator. Voor haar Eén-programma’s ""Grenzeloze Liefde"", ""We are from Belgium"" en ""Tot aan de maan en terug"" reist ze 12 jaar lang de wereld rond, op zoek naar Belgen die hun geluk in het buitenland vonden. Haar buitenlandse avonturen schreef ze neer in het boek Grenzeloze Liefde. Ze was ook lange tijd reporter bij het ludieke reportage magazine Afrit9. Voor Canvas maak ze de documentaire reeksen ""Te gek"". 6 documentaires over psychisch welzijn. Hier stelde ze de vraag: “We hebben het nog nooit zo goed gehad en toch zijn we nog nooit zo vaak naar de therapeut gelopen”. De reeks “seks@canvas"" ging over seksualiteit en ""De Bijl van Cupido"" over liefdesrelaties anno 2012. Te gek werd ook een boek In 2018 maakt ze de documentaire “Chris Lomme, een reverence” voor Canvas. Tijdens corona maakt ze Kutjaar, een reportagereeks over de veerkracht van kunstenaars in moeilijke tijden. In 2019 volgt De Slapelozen, nachtradio, een boek, een podcast en een Canvas reeks over slapeloosheid. Ze was 7 seizoenen lang eindredactrice van de late night talk show ""Alleen Elvis blijft bestaan"" met Thomas Vanderveken. Met Thomas start ze de reeks OnderOns op waarin hij grote namen uit het buitenland interviewt die ons land aandoen (Hanya Yanagihara, Suzanne Vega en Yotam Ottolenghi). Na haar ontslag bij VRT eind 2022 richt ze haar eigen zaak op. Ze schrijft het boek Bedank voor Bewezen Diensten, een pleidooi is voor menselijk ontslag. Ze heeft een wekelijkse column in het tijdschrift Libelle. Voor dat blad maakt ze ook reisreportages en longreads. Ze modereert, presenteert en geeft lezingen over slapeloosheid, haar reisreportages, Te gek en haar laatste boek, Bedank voor Bewezen Diensten. En ze blijft ondertussen schrijven.
Foto links copyright: Carmen De Vos

          
  












    

  


  
  
      

      Vraag je offerte aan"
517;Anniek Gavriilakis;Speaker;Female;Dutch;https://readmylips.be/sites/default/files/speakers/Gavriilakis_Anniek_200130_foto2.jpg;Wie is Anniek Gavriilakis?;Dutch;"De wereld vandaag, Veiligheid, Recht, Samenleving &amp; diversiteit";;Yes;"Wie is Anniek Gavriilakis?
Annieks uitgebreide ervaring in het contact met mensen in extreme levensomstandigheden, zoals vluchtelingen, gevangenen, daklozen en mensen aan de rand van de samenleving, heeft haar tot een doorgewinterde leider in persoonlijk leiderschap gemaakt. Ze is opgeleid in Rechten (KUL) en Cultuurmanagement (VUB).
Als voormalig directeur van Bond zonder Naam heeft Anniek een diep inzicht ontwikkeld in het ondersteunen van individuen en teams bij hoogte- en dieptepunten, zonder oordeel en met gevoel voor humor. In haar rol als ritueelontwerper helpt Anniek leiders en hun teams bij belangrijke transities en bij het menselijker en bewuster maken van hun bedrijf. 
Door haar begeleiding zijn leiders en hun teams in staat om koorden door te snijden en te verwerken wat was, om te vieren en te waarderen wat is, en om sneller over te schakelen naar wat zal zijn, terwijl ze in balans blijven met de ambities en doelstellingen van het bedrijf."
823;Annik Dirkx;Moderator;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Annik%20Dirkx-310%20-%20foto%C2%A9Kwinten%20Verspeurt.jpg;"Annik Dirkx as a moderator on your event? Contact the speakers&#039; office Read My Lips for more information.";English;"Current affairs, Science, Sustainability &amp; Climate, Politics &amp; Government, Society &amp; Diversity, History, Media &amp; culture, Arts &amp; Culture, Media, Marketing &amp; communication, Social Media, PR &amp; Communication, Economics, Technology &amp; innovation, Innovation &amp; Trends";;Yes;"Who is Annik Dirkx?
My name is Annik Dirkx, I have a Master's degree in Roman language and literature, and an Advanced Master's degree in International Politics. After beginning my career as a journalist for the press agency Belga, I decided in 2008 to work towards becoming a spokesperson . I spent 10 years as Communication manager/spokesperson for the Port of Antwerp, where I developed a passion for everything associated with ports, logistical chains and transport. 
Since 2019, I have been Head of communication/spokesperson for Lantis, the contractor responsible for executing the Oosterweel Link construction project. Although the project itself is renowned for its complexity, it directly reflects my determination to rise to a challenge. Working with diverse stakeholders; general as well as 1v1 communication; making technical themes clearly understandable to the public… I look forward to testing myself on these fronts each and every day.
When it comes to moderation assignments, I prefer themes that are at least loosely or very closely related to my professional experience. In other words, I do not feel at home in lifestyle-related topics. On the other hand, it allows me to be even more effective when dealing with anything in the field of economics, technology, new developments, sustainability or innovation. 
 "
823;Annik Dirkx;Moderator;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Annik%20Dirkx-310%20-%20foto%C2%A9Kwinten%20Verspeurt.jpg;Annik Dirkx comme orateur à votre évènement ? Contactez Read My Lips, notre bureau d’orateurs spécialisés !;French;Le monde actuel, Sciences, Durabilité et climat, Politique et pouvoirs publics, Société et diversité, Histoire, Médias et culture, Art et culture, Media, Marketing et communication, Médias sociaux, Relations publiques et communication, Économie, Technologie et innovation, Innovation et tendances;;Yes;"Qui est Annik Dirkx ?
Je suis Annik Dirkx, j’ai un master en langue et littérature romane et un ManaMa en Politique internationale. Après une première expérience comme journaliste chez Belga, j’ai décidé de devenir porte-parole en 2008. J’ai travaillé 10 ans en tant que Chef de la Communication/Porte-parole pour le Port d’Anvers où je me suis découvert une passion pour les ports, les chaines logistiques et de transport. 
Depuis 2019, je suis Chef de la Communication/Porte-parole chez Lantis, le maitre d’ouvrage de la Liaison Oosterweel. Un projet d’une complexité impressionnante, mais vous comprenez directement ce qui me plait ici. Collaborer avec plusieurs intervenants, communiquer à large échelle ainsi qu'en entretiens individuels, rendre des thèmes techniques accessibles au citoyen moyen... Je relève chaque jour ces défis avec une immense passion.
Au niveau de la modération, je préfère ce qui concerne de près ou de loin mon expérience professionnelle. Je ne suis pas à l’aise avec des sujets tels que le lifefsyle, mais je m’investis corps et âme dans tout ce qui concerne l’économie, la technologie, la technique, la durabilité ou l’innovation. 
 "
823;Annik Dirkx;Moderator;Female;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Annik%20Dirkx-310%20-%20foto%C2%A9Kwinten%20Verspeurt.jpg;Annik Dirkx als moderator op jouw evenement? Neem vrijblijvend contact op met sprekersbureau Read My Lips voor meer informatie.;Dutch;"De wereld vandaag, Wetenschap, Duurzaamheid &amp; klimaat, Politiek &amp; overheid, Samenleving &amp; diversiteit, Geschiedenis, Media &amp; cultuur, Kunst &amp; cultuur, Media, Marketing &amp; communicatie, Sociale media, PR &amp; communicatie, Economie, Technologie &amp; innovatie, Innovatie &amp; trends";;Yes;"Wie is Annik Dirkx?
Ik ben Annik Dirkx, Master in de Romaanse taal- en letterkunde met een ManaMa in de Internationale Politiek. Na een eerste carrièrehoofstuk als journalist bij het persagentschap Belga maakte ik in 2008 de overstap naar het woordvoerderschap. Ik werkte 10 jaar als Communicatieverantwoordelijke/woordvoerder bij Port of Antwerp, waar ik gepassioneerd raakte door alles wat met havens, logistieke ketens en transport te maken heeft. 
Sinds 2019 ben ik terug te vinden als Hoofd communicatie/woordvoerder bij Lantis, de bouwheer van de Oosterweelverbinding. Een project met een complexiteit om u tegen te zeggen, maar je begrijpt meteen waar ik hier mijn uitdaging vind. Samenwerking met allerlei stakeholders, brede vs 1-op1-communicatie, technische thema’s bevattelijk maken voor de gemiddelde burger… ik zet er elke dag met veel goesting mijn tanden in.
Qua moderatie-opdrachten gaat mijn voorkeur uit naar thema’s die van ver of van dichtbij verband houden met mijn professionele ervaring. Dat wil zeggen dat ik me niet zo comfortabel voel bij lifestyle topics, maar me des te harder kan smijten voor alles wat met economie, technologie, techniek, duurzaamheid of innovatie te maken heeft. 
 "
59;Antoine Geerinckx;Speaker;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Geerinckx_Antoine_foto4_1000.jpg;Who is Antoine Geerinckx?;English;"Current affairs, Sustainability &amp; Climate, Management, Enterprise";;Yes;"Who is Antoine Geerinckx?
Antoine Geerinckx is the brains behind CO2Logic.com, Naturalogic.org, Greentripper.org and Airscan.org. He is also a TEDx speaker.
CO2logic is a Belgian pioneer in climate action and CO2 neutrality. It is also among European pioneers when it comes to developing climate projects in developing countries (deforestation prevention, reforestation, renewable energy, energy efficiency, etc.). CO2logic is the first Belgian company that helps companies to implement greener and more sustainable policy by calculating, reducing and compensating for their climate impact so they can become CO2-neutral.
Antoine Geerinckx uses his experience as constructive activist, entrepreneur and CEO to show you the specific advantages of implementing responsible sustainability policy. A smaller ecological/CO2 footprint as well as better company results, an improved image and a more effective personnel policy. It is an inspirational story that will stick in the minds of all responsible entrepreneurs."
59;Antoine Geerinckx;Speaker;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Geerinckx_Antoine_foto4_1000.jpg;Antoine Geerinckx comme orateur à votre évènement ? Contactez Read My Lips, notre bureau d’orateurs spécialisés !;French;Le monde actuel, Durabilité et climat, Management, Entreprendre;;Yes;"Qui est Antoine Geerinckx ?
Antoine Geerinckx est l’homme derrière CO2Logic.com, Naturalogic.org, Greentripper.org et Airscan.org. Entre-temps, il est aussi un orateur de TEDx.
CO2logic est le pionnier belge en action climatique et en neutralité en CO2. Il compte parmi les pionniers européens dans le développement de projets climatiques dans les pays en développement (prévention de la déforestation, reboisement, énergies renouvelables, efficacité énergétique...). CO2logic est la toute première entreprise belge à aider les entreprises à mener une politique plus verte et plus durable en calculant, en réduisant et en compensant leur impact climatique pour atteindre la neutralité en CO2.
Antoine Geerinckx s’appuie sur son expérience en tant qu’activiste, entrepreneur et dirigeant d’entreprise constructif pour rendre concrets pour vous les avantages d’une stratégie durable cohérente. La réduction de l’empreinte écologique/CO2 alliée à une amélioration des résultats d’exploitation, de l’image et de la politique du personnel. Ce récit inspirant restera gravé dans la mémoire de tout entrepreneur responsable."
59;Antoine Geerinckx;Speaker;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/Geerinckx_Antoine_foto4_1000.jpg;Wie is Antoine Geerinckx?;Dutch;"De wereld vandaag, Duurzaamheid &amp; klimaat, Management, Ondernemen";;Yes;"Wie is Antoine Geerinckx?
Antoine Geerinckx is de bezieler van CO2Logic.com, Naturalogic.org, Greentripper.org en Airscan.org. Ondertussen is hij ook een TEDx-spreker.
CO2logic is de Belgische pionier in klimaatactie en CO2-neutraliteit. Het is een van de Europese pioniers in het ontwikkelen van klimaatprojecten in ontwikkelingslanden (ontbossing voorkomen, herbebossen, hernieuwbare energie, energie-efficiëntie…). CO2logic is het allereerste Belgische bedrijf dat ondernemingen helpt een groener en duurzamer beleid te voeren door hun klimaatimpact te berekenen, te verminderen en te compenseren om CO2-neutraal te worden.
Antoine Geerinckx put uit zijn ervaring als constructieve activist, ondernemer en bedrijfsleider om de voordelen van een consequente duurzame strategie voor jou concreet te maken. Een kleinere ecologische/CO2-voetafdruk met een beter bedrijfsresultaat, een beter imago en een beter personeelsbeleid. Het is een inspirerend verhaal dat bij iedere verantwoordelijke ondernemer blijft hangen."
668;Anton Maes;Speaker, Moderator;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/JA-7350.jpg;"Anton Maes as a speaker or moderator on your event? Contact the speakers&#039; office Read My Lips!";English;"Management, Leadership and Senior Management, Strategy, HR &amp; Wellbeing, Corporate Culture, Work/Life Balance";;Yes;"Who is Anton Maes?
Anton Maes is an enthusiastic speaker and experienced teacher. He intersperses his interactive speaking engagements with humour, surprising images and challenging statements. Anton is an organisational psychologist and expert in change management, internal communication and strategic workplace development, developing workplace concepts tailored to the desired culture and strategy of an organisation. 
Anton has a background as a communication specialist and, in his role as change manager, guides both large companies and the government towards new forms of cooperation. He focuses on understanding and adjusting user behaviour as well as leadership culture in this regard.
Since 2010, he has been the driving force behind the consultancy company brainmove, which has guided numerous large organisations on their way to a new working environment linked to a different way of working.
Anton attaches great importance to an evidence-based approach and this translates into contacts with universities, colleges and research centres such as the CFPB in Delft.
Anton speaks with great passion about ‘the new world of work’. This includes both the physical and virtual work environment. Knowledge development, working independently of time and place, organisational development: these are relevant themes around which he can tell an inspiring story. Anton has developed a pragmatic view of how collaboration and management can be realised remotely and in the future.
A substantive talk, dynamic presentation and moderating a lively discussion, this can all be done in Dutch, French or English."
668;Anton Maes;Speaker, Moderator;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/JA-7350.jpg;Anton Maes comme orateur ou modérateur à votre évènement ? Contactez Read My Lips, notre bureau d’orateurs spécialisés !;French;Management, Leadership et top managers, Stratégie, RH et bien-être, Culture d’entreprise, Équilibre travail/vie privée;;Yes;"Qui est Anton Maes ?
Anton Maes est un orateur enthousiaste et un pédagogue expérimenté. Il ponctue ses interventions interactives de notes d’humour, d’images surprenantes et d’affirmations stimulantes. Anton est psychologue organisationnel et expert en gestion du changement, en communication interne et en développement stratégique du lieu de travail : l’élaboration de concepts de lieu de travail adaptés à la culture souhaitée et à la stratégie d’une organisation. 
Anton a une formation de spécialiste en communication et accompagne, en sa qualité de Change Manager, aussi bien de grandes entreprises que des pouvoirs publics vers de nouvelles formes de collaboration. À cet effet, il s’intéresse plus particulièrement à la compréhension et à l’ajustement du comportement des utilisateurs ainsi qu’à la culture du leadership.
Depuis 2010, il est l’homme derrière l’entreprise de consultance Brainmove qui a accompagné de nombreuses grandes organisations sur la voie d’un nouvel environnement de travail associé à une autre façon de travailler.
Anton accorde énormément d’importance à une approche factuelle, ce qui se traduit par des contacts avec des universités, des hautes écoles et des centres de recherche comme le CfPB à Delft.
Anton parle avec beaucoup de passion du « new world of work », un concept qui couvre l’environnement de travail tant physique que virtuel. Le développement des connaissances, le travail indépendamment du lieu et du moment, le développement organisationnel : autant de thèmes qu'il réussit à aborder de manière inspirante. Anton a développé une vision pragmatique de la façon dont la collaboration et le leadership peuvent être réalisés à distance et à l’avenir.
Il est capable d’assurer une intervention de fond, une présentation dynamique ou la modération d’une discussion animée en néerlandais, en français ou en anglais.
 "
668;Anton Maes;Speaker, Moderator;Male;Dutch, French, English;https://readmylips.be/sites/default/files/speakers/JA-7350.jpg;Anton Maes als spreker of moderator op jouw evenement? Neem contact op met sprekersbureau Read My Lips!;Dutch;"Management, Leiderschap &amp; topmanagers, Strategie, HR &amp; wellbeing, Bedrijfscultuur, Balans werk/leven";;Yes;"Wie is Anton Maes?
Anton Maes is een enthousiast spreker en ervaren lesgever. Hij doorspekt zijn interactieve spreekbeurten met humor, verrassende beelden en uitdagende stellingen. Anton is organisatiepsycholoog en expert in veranderingsmanagement, interne communicatie en strategische werkplekontwikkeling: het ontwikkelen van werkplekconcepten op maat van de gewenste cultuur en strategie van een organisatie. 
Anton heeft een achtergrond als communicatiespecialist en begeleidt vanuit zijn rol als changemanager zowel grote ondernemingen als de overheid naar nieuwe samenwerkingsvormen. Hierbij richt hij zich op het begrijpen en bijsturen van het gedrag van gebruikers, alsook de leiderschapscultuur.
Sinds 2010 is hij bezieler van het consultancybedrijf brainmove dat talloze grote organisaties heeft begeleid op weg naar een nieuwe werkomgeving gekoppeld aan een andere manier van werken.
Anton hecht erg veel belang aan een evidence based-benadering en dit vertaalt zich in contacten met universiteiten, hogescholen en onderzoekscentra zoals het CFPB in Delft.
Anton spreekt met veel passie over “the new world of work”. Hierbij komen zowel de fysieke als virtuele werkomgeving aan bod. Kennisontwikkeling, het werken onafhankelijk van tijd en plaats, organisatieontwikkeling: het zijn relevante thema’s waarover hij een inspirerend verhaal kan brengen. Anton ontwikkelde een pragmatische kijk op hoe het samenwerken en het leidinggeven op afstand en in de toekomst gerealiseerd kunnen worden.
Een inhoudelijke spreekbeurt, een dynamische presentatie of het modereren van een pittige discussie, dat kan in het Nederlands, Frans en Engels.
 "
799;Aster Nzeyimana;Moderator;Male;Dutch, English;https://readmylips.be/sites/default/files/speakers/Aster1.jpg;"Aster Nzeyimana as a speaker on your event? Contact the speakers&#039; office Read My Lips for more information.";English;"Media &amp; culture, Entertainment";;Yes;"Who is Aster Nzeyimana?
Aster Nzyeimana is sports anchor in Het Journaal and presenter and football commentator in the sports newsroom at VRT (Sporza) and the Pay-TV channel, Eleven Sports. A football animal in heart and soul. Someone with pure love for the game, but also for language and presenting. Aster likes hosting an evening, with a particular interest in political, social and cultural themes. "
799;Aster Nzeyimana;Moderator;Male;Dutch, English;https://readmylips.be/sites/default/files/speakers/Aster1.jpg;Aster Nzeyimana als moderator op jouw evenement? Neem vrijblijvend contact op met sprekersbureau Read My Lips voor meer informatie!;Dutch;"Media &amp; cultuur, Entertainment";;Yes;"Wie is Aster Nzeyimana?
Aster Nzyeimana is sportanker in Het Journaal, en presentator en voetbalcommentator bij de sportredactie van de VRT (Sporza) &amp; de betaalzender Eleven Sports. Een voetbaldier in hart en nieren zeg maar. Iemand met pure liefde voor het spelletje, maar ook voor taal én presenteren. Aster houdt ervan om een avond te hosten, met een bijzondere interesse in politieke, sociale en culturele thema’s. "
593;Augustin Wigny;Speaker;Male;French, English;https://readmylips.be/sites/default/files/speakers/Wigny_Augustin_200129_3.jpg;Augustin Wigny comme orateur à votre évènement ? Contactez Read My Lips, notre bureau d’orateurs spécialisés !;English;"Management, HR &amp; Wellbeing";;Yes;"Who is Augustin Wigny?
CEO of Cameleon, the first private sales company in Belgium and the first eco-building in Europe.
Cameleon, the first eco-built shop in Europe
A career path made up of encounters
International institution, banking sector, ministerial office, consulting, commercial field, ... There are some who have had a very full and varied career! Augustin Wigny (1969) is one of them. It has to be said that in the Wigny family there is stimulation in the air, from a very young age. A grandfather who was an illustrious politician, an uncle who was a senior member of the International Monetary Fund, another who was head of a major European bank. These are all role models in the family, sources of inspiration but also of pressure. ""It is obvious that we could not be satisfied with mediocrity,"" admits Augustin Wigny.
Doors to the world
After Latin-Greek at the Collège Saint-Michel, he chose the ULB Solvay business school. After a rather literary humanities, he wanted content. Pure physics tempted him but he preferred to listen to reason and the reality of the job market. In parallel to his studies at Solvay, Augustin did a Bachelor's degree in Social and Political Sciences in Antwerp. ""It was definitely the year that made the biggest impression on me at the time because, apart from finding the subjects fascinating, these studies were focused on people.
In the same vein, Augustin Wigny is keen to open up to the world. While his friends from university were applying for jobs in Belgium, he took a flight to Washington and the World Bank. ""I knocked on every door, sent hundreds of CVs, even put some on the windscreens of the biggest cars in the car park! After three or four months, the door was the right one and I got a project.
Although he stayed at the World Bank for almost two years, he had the opportunity to spend a few months in Africa, particularly in Ethiopia. A period he describes as fascinating. ""These are incredible memories. I remember, for example, finding myself deep in the savannah, in the hut of a village chief, discussing the circulation of money! For him, these two years at the World Bank will be first and foremost encounters, multicultural exchanges, an infinite source of personal enrichment. ""A great gust of wind from the sea"". However, he knows that expatriate life is not for him, too attached to his roots, to his native Belgium.
So he returned home. Eager to meet new people: ""I arrived in Belgium with a new curiosity, a new spirit, a new impetus. It made me meet many new people. This does not prevent him from recalling old contacts. For example, Peter Praet, a professor for whom he had been an assistant at the ULB, opened the doors of the Générale de Banque to him. Augustin Wigny stayed there for four years as a senior economist.
In 1999, Peter Praet left the bank to join the cabinet of Didier Renders, Minister of Finance. Augustin followed him but joined the cabinet of the Minister for Telecommunications and Public Enterprises, Rik Daems. ""When Peter Praet left the bank, he sort of took me in his suitcases"", Augustin smiles. Two years later, he returned to the private sector and the Boston Consulting Group as a consultant. Here too, it was the result of meetings: ""At the firm, I was constantly in contact with consultants. I got to know them and their work and one day I wanted this type of job.
Public sector, private sector, consultancy, entrepreneurship, business... the transition from one to the other is totally natural for Augustin Wigny. He hates the idea of a career that is too planned and sees the world of work more as a great carousel: ""there are floats that pass by and you have to know how to seize them at the right moment"".
The big jump
The biggest break came when he arrived at Caméléon. But once again, it was above all a story of meeting and friendship. ""I had known Jean-Cédric Van der Belen for a long time. One day he came to see me and asked me to help him, he was in the middle of restructuring the liabilities and balance sheets of his company. At the time, I was travelling a lot for BCG and had long waiting times in airports. So it was between two planes that Augustin Wigny compiled the Chameleons files. ""As I worked on these files, I realised that what Jean-Cédric had created was phenomenal. The discussions between the two men went on and on until one day in 2004, Augustin decided to take the plunge: he resigned from BCG and joined Cameleon for good. While he recognises the very entrepreneurial reflex, he insists above all on the complementarity in terms of skills and shared values: ""We are completely aligned on values such as the word given, honesty, integrity, human values in short. This is reflected in the spirit that has reigned at Cameleon since its inception and its very family-oriented, young, dynamic and professional culture.""
Today, Cameleon is a company that does not suffer from the crisis and is constantly renewing itself. The leading private sales company in Belgium, it has a turnover of more than 40 million euros with a growth rate of over 30%. Cameleon is also the first eco-built shop in Europe. In its Brussels outlet, there is even a piano. Augustin Wigny, an experienced pianist, plays there from time to time..."
