id,directory,listing_title,listing_content,tag,category,publish_date,atbdp_post_views_count,listing_img,videourl,tagline,custom-url
"3242","general","Sien Jans","Sien Jans is a great expert to provide a second opinion because of her unique combination of creativity and technical skills. As a graphic designer, she has a deep understanding of visual communication and a keen eye for aesthetics. She uses these talents to craft compelling logos, design captivating marketing materials, and develop stunning illustrations that deliver impactful designs.

In the realm of digital marketing, Sien employs a data-driven approach to develop and implement effective marketing strategies. From web design to search engine optimization (SEO) and from social media marketing to content creation, she has the expertise to help businesses succeed in the digital age. With her combination of creativity and technical know-how, Sien is the perfect person to provide a second opinion on any design or marketing project

&nbsp;

[booknetic staff=15]","","Branding,Digital &amp; Social Marketing,Event Marketing,Go 2 Market,Pr&amp;Communication,Social Marketing","2023-04-28 21:27:30","432","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-sien-jans.jpg","","","https://www.linkedin.com/in/sienjans/"
"3168","general","Dieter Crappé","Dieter Crapp<span lang='EN-US'>é</span> is a business-oriented professional with a strong analytical <span lang='EN-US'>&amp;</span> financial skillset<span lang='EN-US'> combined with commercial know how. He is</span><span lang='EN-US'> </span>supporting executive teams (CEO/CMO/CFO) on transformational (growth) projects including commercial (go-to-market, customer segmentation<span lang='EN-US'>, distribution strategy</span> &amp; product proposition) and general strategy development &amp; execution<span lang='EN-US'>. He has been involved in many </span>M&amp;A<span lang='EN-US'> deals within the TMT industry as an advisor to private equity and industry players with a focus on commercial and financial due diligence, business case modelling &amp; valuation and project management.<u></u><u></u></span>

<span lang='EN-US'>Dieter has gained P&amp;L and commercial responsibilities as head of JIM Mobile and was closely involved in Mobile Vikings’ growth path up until its sale towards DPG Media. He has revamped VOOMobile from an add-on service offering towards Belgium’s largest MVNO by 2021 (+350k customers) and has developed Zuny, VOO’s full digital operator, from scratch (IT, operations, commercial &amp; finance). Lately, Dieter has developed a new price comparison business for DPG Media.<u></u><u></u></span>

<span lang='EN-US'>Dieter</span> is an independent sounding board and challenger of the status quo <span lang='EN-US'>whereby he translates complex challenges into comprehensible, tangible and pragmatic solutions</span>. <u></u><u></u>

Based on his experience and expertise in strategy development and execution, M&amp;A, controlling/budgeting/business case development, international business &amp; corporate development, set up of joint ventures and profound strategic partnerships, Dieter Crapp<span lang='EN-US'>é</span> would be an excellent choice for providing a second opinion.

&nbsp;

[booknetic staff=43]","","account &amp; opportunity,Business Case Modelling,complex Deal Structuring,Funnel Analysis,M&amp;A / Due Dilligence,Product Management,Value Selling","2023-04-26 22:32:09","378","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-dieter-crappe.jpg","","","https://www.linkedin.com/in/dietercrappe/"
"3089","general","Jan Paesen","Jan Paesen is a great expert to provide a second opinion because of his <strong>25+ years professional experience</strong> in a wide variety of industries such as Banking, Manufacturing, Consultancy Services, and Telecom. He has worked in different domains such as Finance, IT, Product Management, Solution Sales, and Marketing. He has also worked in companies of different sizes ranging from startups to big corporate organizations. Jan Paesen has held different roles in his career ranging from Analyst to VP/Director Exco -1 in a ‘Bel20’ listed company.

His key experience areas include Strategic Marketing, Digital &amp; Content Marketing, Branding &amp; Communication, Product Management &amp; Go-To-Market, Program &amp; Project Management, Team Facilitation / People / Change Mgt, Budgeting &amp; Forecasting, Business Case / Financial Modelling, Vendor / Partnership Management, Business Development / Strategy &amp; Innovation.

&nbsp;

[booknetic staff=75]

&nbsp;

&nbsp;","","Branding,Business Ideas,Channel Makreting,Startup &amp; Scaling,Strategic Marketing","2023-04-22 11:55:07","383","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-jan-paesen.jpg","https://www.youtube.com/watch?v=6LVupNFPTPw","","https://www.linkedin.com/in/janpaesen/"
"3047","general","Chris Demeyere","Chris Demeyere is a social media and digital marketing consultant with a lot of experience in both the public and private sectors as a social media manager.  His fields of expertise are social media strategy, marketing, advertising, conversation management, community management. He is also a recurring guest lecturer at KdG University College, Ehsal Management School, Vives Brugge and the Belgian Association of Marketing.

Based on his experience and expertise in social media management and digital marketing, Chris Demeyere can provide valuable insights and recommendations on how to improve your social media presence and strategy.

&nbsp;

[booknetic staff=26]","","Branding,Digital &amp; Social Marketing,LinkedIn : Marketing - Sales - Recrutement,Pr&amp;Communication","2023-04-14 06:01:11","340","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-chris-demeyere.jpg","","","https://www.linkedin.com/in/chrisdemeyere/"
"3038","general","Jackie Janssen","Jackie Janssen is a great expert to provide a second opinion because of his passion for helping individuals and teams in their development. He combines fun, improvement and inspiration to achieve results and has a personal passion for blending his outside interests into his career. He is a public speaker and entertrainer who loves to twist the minds of his audience. His specialisms include ICT development , Data Management, hands-on use of AI

&nbsp;

[booknetic staff=56]","","Artificial Intelligence,Board Advisory,ICT strategy &amp; Organization,IT Architecture,Startup &amp; Scaling","2023-04-13 05:01:15","501","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-jackie-janssen.jpg","","","https://www.linkedin.com/in/jackiejanssen/"
"3029","general","Remy Knecht","Remy Knecht is a <strong>Chief Security Officer</strong> at itsmeDigitalID. He has a special interest in Digital Identity, Cyber Security and Digital Transformation. <a class='tooltip-target' data-citationid='e2cd0f0f-2f44-e963-3fb6-2fafad55726b-7-group'>He is also an expert in Digital ID World Economic Forum</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/posts/remyknecht_giac-security-operations-manager-gsom-was-activity-6950549339173752832-gSLG' target='_blank' rel='noopener' data-citationid='e2cd0f0f-2f44-e963-3fb6-2fafad55726b-7' aria-label='Remy Knecht on LinkedIn: GIAC Security Operations Manager (GSOM) was ...'><sup>2</sup></a>. He has been a partner at Flying Forward 2020<a class='tooltip-target' data-citationid='e2cd0f0f-2f44-e963-3fb6-2fafad55726b-11-group'> and a director at Digie</a><a class='ac-anchor sup-target' href='https://be.linkedin.com/posts/remyknecht_giac-security-operations-manager-gsom-was-activity-6950549339173752832-gSLG' target='_blank' rel='noopener' data-citationid='e2cd0f0f-2f44-e963-3fb6-2fafad55726b-11' aria-label='Remy Knecht on LinkedIn: GIAC Security Operations Manager (GSOM) was ...'><sup>2</sup></a>. He has been recognized as an industry expert by FATF and Cyber Sec Expert EU CyberNet. <a class='tooltip-target' data-citationid='e2cd0f0f-2f44-e963-3fb6-2fafad55726b-17-group'>He is also a member of GIAC Advisory Board - GSEC</a>

&nbsp;

Based on his experience and expertise, Remy Knecht can provide a second opinion on topics related to Digital Identity, Cyber Security and Digital Transformation.

&nbsp;

[booknetic staff=73]","","Cloud Services,GDPR regulation,Security,Web3 &amp; Metaverse","2023-04-09 06:09:19","260","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-remy-knecht.jpg","","","https://www.linkedin.com/in/remyknecht/"
"2974","general","Inès Herbosch","<span class='s7'>Inès Herbosch is a </span><span class='s8'>Chief Data Officer (CDO)</span><span class='s7'> at FOD </span><span class='s7'>Justitie</span><span class='s7'>/SPF Justice and has been nominated for CDO of the Year 2022. She</span><span class='s7'> has a business background and</span><span class='s7'> is an expert in </span><span class='s8'>data strategy, data governance</span><span class='s8'> &amp; management</span><span class='s8'>, </span><span class='s8'>digital transformation, business strategy</span><span class='s8'> and marketing automation</span><span class='s7'>. She has worked in various industries such as non-profit, pharmacy, telco, IT and FMCG. Her approach is long-term but pragmatic, hands-on, creative strategic thinking, helicopter view and co-creation. She works in agile mode with Scrum and Sociocracy 3.0 methodology.</span>
<p class='s10'><span class='s7'>Based on her experience and expertise in data strategy and management, Inès Herbosch can provide a second opinion that can help you make informed decisions regarding your </span><span class='s7'>data challenges and business &amp; data</span><span class='s7'> strategy. Her focus on bringing added value to businesses makes her an excellent choice for providing a second opinion that can help you achieve your business goals.</span></p>
&nbsp;

[booknetic staff=13]

&nbsp;","","Business Ideas,Data Management &amp; Governance,Digital Transformation","2023-04-04 22:18:37","391","https://xpertopinion.be/wp-content/uploads/2023/05/IMG_3282.jpeg","","","https://www.linkedin.com/in/in%C3%A8s-herbosch-19588510b/"
"2969","general","Frank van der Ent","Frank van der Ent is a great expert to provide a second opinion because of his extensive experience in commercial strategy, go-to-market strategy, consolidation or integration process, growth or scale-up phase, business development, and mergers and acquisitions. He has a track record in general and commercial management positions in both corporate and smaller organizations. He is result-driven with a strong financial basis and an energetic team builder with the ability to align various interests from technical, operational, and commercial perspectives. His focus is not limited to the telecommunications and ICT industry in Belgium and the Netherlands. Based on his experience, he has the ability to analyze, define a strategy or solution, and execute.

&nbsp;

[booknetic staff=37]","","Channel Sales,Corporate Strategy,Go 2 Market,Sales Strategy,Sales Tooling,Startup &amp; Scaling","2023-04-04 22:08:36","307","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-Frank-van-der-Ent.jpg","","Xpert Sales & G2Market strategy","https://www.linkedin.com/in/frankvanderent/"
"2966","general","Tom Schuyten","Tom Schuyten is a great expert to provide a second opinion because he has a wealth of experience in software development and education. He is a co-founder of Gift2Give and Plugin2Drive, which are both software development companies that specialize in creating innovative solutions for their clients. He is also a lecturer at PXL, where he teaches students about software development. Tom Schuyten has a strong background in Java and backend Spring development, which makes him an expert in these fields. Additionally, he is an Atlassian enthusiast, which means he has extensive knowledge of Atlassian products. His experience and expertise make him an excellent choice for providing a second opinion on software development projects.

&nbsp;

[booknetic staff=58]","","API Management,Artificial Intelligence,Cloud Services,ICT tooling,IT Architecture","2023-04-04 22:04:37","317","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-tom-schuyten.jpg","","","https://www.linkedin.com/in/tomschuyten/"
"2963","general","Koert Van Espen","Koert Van Espen has over 30 years of experience in consulting in information security, digital transformation, and privacy. He is managing partner of Apogado, and previously was cabinet member of the Secretary of State for Privacy. Koert had various senior positions in IBM, Philips and several consulting companies. He is also an entrepreneur and investor in innovative technologies such as semantic technology, AI, and even innovative music instruments.

Based on his specialities which include procurement &amp; vendor selection, GDPR &amp; privacy, information security, musical instrument design, and entrepreneurship, Koert Van Espen would be a great expert to provide a second opinion.

&nbsp;

[booknetic staff=22]","","Data Management &amp; Governance,Data Privacy Services,Security","2023-04-04 21:51:36","337","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-koert-van-espen.jpg","","Xpert architecture and privacy","https://www.linkedin.com/in/koertvanespen/"
"2949","general","Steven Logghe","<blockquote>
<div>
<div dir='ltr'>
<div>

Dr. Ir. Steven Logghe is an expert in traffic engineering and data analysis with extensive experience in Floating Car Data, data fusion, traffic management, multimodal route planners and C-ITS solutions. He has worked for several companies including Be-Mobile before founding Movias in May 2021 where he continues to pursue his passion for traffic and mobility with assignments related to data, innovation, business development and governance.

His expertise in traffic engineering and data analysis makes him a great expert to provide a second opinion on any project related to these areas.

</div>
[booknetic staff=60]

</div>
</div></blockquote>","","(Fleet) Transition to Electric","2023-04-03 04:48:51","262","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-steven-logghe.jpg","","Xpert Mobility","https://www.linkedin.com/in/steven-logghe-80bb401/"
"2945","general","Aldo Peeters","Aldo Peeters is a widely interested and experienced energy consultant with a strong interest in energy policy and larger energy systems. He has an accent on industrial energy efficiency, but also integration of renewable energy, flexibility and storage. He is also experienced in the conceptual aspects of district heating systems and deep geothermal energy. Aldo Peeters has coached young engineers in his field of expertise.

Based on his experience and expertise, Aldo Peeters would be a great expert to provide a second opinion on your text about industrial energy efficiency, renewable energy integration, flexibility and storage, district heating systems and deep geothermal energy.

&nbsp;

[booknetic staff=61]","","(Fleet) Transition to Electric,Business Case Modelling,Procurement , RFI , RFP,...,Project Management,Renewable Energy,Sustainability","2023-04-03 04:39:37","420","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-aldo-peeters.jpg","","Xpert  Renewable Energy","https://www.linkedin.com/in/aldo-peeters-9924702/"
"2937","general","Grim Sekeris","Grim Sekeris is the Shared Services Manager Process Assurance; Continuous Improvement at Indaver and visiting professor at KULeuven.
At Indaver, Grim works intensively and pro-actively at two of the building blocks that make their company to what they have become today and to what they will grow further: Assuring process
performance and continuously improving processes. Grim has a wide experienced in improvements (Certified Black Belt), managing innovative projects, implementing changes,
implementing and improving performance of Management Systems (e.g. ISO) , this all gathered organization-wide, with focus on 3 major elements: EBITDA increase, efficiency increase and
compliance.

Grim is also a visiting professor on applied data analytics at the University of Leuven.

Based on his experience and expertise, Grim Sekeris would be a great expert to provide a second opinion on your project

&nbsp;

[booknetic staff=62]","","(Fleet) Transition to Electric,Data Management &amp; Governance,General Services,Procurement , RFI , RFP,...,Project Management,Sustainability","2023-04-02 21:19:38","360","https://xpertopinion.be/wp-content/uploads/2023/05/xpert-Grim-Sekeris.jpg","","","https://www.linkedin.com/in/grim-sekeris-2139574/"
"2928","general","Ronald van den Berg","Ronald van den Berg is a Senior Professional with profound experience in developing and managing teams and leading special business projects for Purchasing and Manufacturing Operations. He has expertise in Purchasing Management for 19 years and has covered all Indirect categories + some Direct.

Ronald van den Berg has also built, coached, and developed a large team across EU, including Senior Experts. He developed a cooperation model with local site buyers and has excellent communication &amp; reporting skills to all levels (MPE to CEO). He facilitated Cultural Change Programs and the synergy program during a merge.

He has led an international team based in Italy to source from India, China, Taiwan for Low-Cost Country Sourcing. Ronald van den Berg has also led major production transfer &amp; closure projects and set up manufacturing site + operational plant leadership with P&amp;L responsibility.

Ronald van den Berg’s expertise in Purchasing Management, Leadership &amp; Change Management, Low-Cost Country Sourcing, Manufacturing Restructuring Projects / Plant Operations makes him an excellent expert to provide a second opinion

&nbsp;

[booknetic staff=63]","","Facility Management,Fleet Management,General Services,Office Management,Process Optimalisation,Procurement , RFI , RFP,...,Project Management","2023-04-02 20:59:48","242","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-Ronald-van-den-Berg.jpg","","Xpert Purchasing  ,M&A","https://www.linkedin.com/in/vandenbergronald/"
"2925","general","Kris Vandenberk","<a class='tooltip-target' data-citationid='245442ab-61ac-6d01-36af-44292dc40ca6-3-group'>Kris Vandenberk is a great expert to provide a second opinion because he has over <strong>20 years of international experience</strong> in venture capital, management consulting, corporate development, finance and innovation delivery</a>. He is currently a Director at <strong>Agio Capital</strong> leading cross-border transactions (fundraising, M&amp;A) in the Technology industry. His investment and board experience include i.a. CoScale (acquired by New Relic), CHILI Publish, InvestSuite, Ontoforce, PieSync (acquired by HubSpot), Porphyrio (acquired by Evonik), ScriptBook, Teamleader (acquired by Visma), THEO Technologies, Viloc, and Waylay.

Kris Vandenberk has a Master’s degree in Computer Science from the University of Antwerp (Belgium) and an MSc in Finance from TIAS Business School (Netherlands).

&nbsp;

[booknetic staff=64]","","complex Deal Structuring,Digital Transformation,M&amp;A / Due Dilligence,Startup &amp; Scaling","2023-04-02 20:48:41","332","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-kris-vandenberk.jpg","","Xpert on corporate structuring","https://www.linkedin.com/in/krisvandenberk/"
"2922","general","Sam Bruynseels","Sam Bruynseels is an expert in his field with years of experience and a proven track record. He has worked with some of the biggest names in the industry and has a wealth of knowledge that he can draw upon to provide a second opinion. Sam’s expertise is not just limited to his former employers, but extends to all areas of his field. He is passionate about what he does and is always looking for ways to improve and innovate. Sam’s ability to think outside the box and come up with creative solutions is what sets him apart from others in his field. If you’re looking for someone who can provide a fresh perspective and valuable insights, then Sam Bruynseels is the expert you need.

&nbsp;

[booknetic staff=76]","","account &amp; opportunity,Board Advisory,Budgetting,Business Case Modelling,complex Deal Structuring,M&amp;A / Due Dilligence","2023-04-02 20:40:27","385","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-sam-bruynseels.jpg","","","https://www.linkedin.com/in/sambruynseels/"
"2919","general","Catherine de Dorlodot","Catherine de Dorlodot is an experienced trilingual executive with a collaborative people management style. She has a proven track record of driving multi-disciplinary teams to value maximization from strategy to execution. Her expertise in leadership, interpersonal skills, change management, teamwork, culture, coaching &amp; mentoring, ethics &amp; technologies, facilitation, executive management, budget management, B2B strategy, distribution, business development, innovative eco-systems, efficiency &amp; operations, problem-solving, process management, project management, public affairs, corporate governance, M&amp;A, risk management, legal &amp; regulatory and contract negotiations make her an ideal candidate for a stimulating opportunity as a leader in regulated or public operations with transformational challenges.

Catherine’s experience in general management and transformation in the ICT sector (B2B wholesale telecom) has made her a recognized leader in the industry. Her ability to provide a second opinion is based on her extensive knowledge and experience in the field. Catherine’s collaborative approach to people management and her ability to drive multi-disciplinary teams make her an inspiring leader who can help organizations achieve their goals

&nbsp;

[booknetic staff=31]","","Board Advisory,Culture &amp; Diversity &amp; Inclusion,Public Relations","2023-04-02 20:32:19","352","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-catherine-de-dorledot.jpg","","Xpert in Corporate and Legal Affairs","https://www.linkedin.com/in/catherine-de-dorlodot/"
"2916","general","Elizabeth Badreddine","Elizabeth Badreddine is a young female corporate leader with roots in Belgium &amp; Lebanon. She has more than 13 years of corporate experience and has broad knowledge of different domains such as products &amp; services, sales &amp; marketing, strategy &amp; transformation, innovation. She has experience in transforming product portfolios from basic connectivity to digital service providers, innovating traditional telco businesses by introducing adjacent solutions<a class='tooltip-target' data-citationid='7b1a1c95-f3ab-12a1-f9df-8a996de15d41-12-group'>, building &amp; managing partner ecosystems to support growth strategies</a>, and building knowledge &amp; network in 3 different domains (customer care, advertisement &amp; product management) in both B2C and B2B contexts. She is a purpose-driven leader who is energised by genuinely connecting with people<a class='tooltip-target' data-citationid='7b1a1c95-f3ab-12a1-f9df-8a996de15d41-18-group'> and embraces diversity at large</a>. Based on her experience and knowledge, Elizabeth Badreddine can provide a second opinion on product management, product launches, marketing done, leadership development and more

&nbsp;

[booknetic staff=29]","","Business Ideas,Leadership Development,Product Management,Sales Strategy,Value Selling","2023-04-02 08:53:22","341","https://xpertopinion.be/wp-content/uploads/2023/04/xpert-Elizabeth-Badreddine.jpg","","","https://www.linkedin.com/in/elizabeth-badreddine/"
